,titulo,premio,personaje,genero,agencia,palabras
625,The Shape of Water,Best Picture,YOLANDA,female,1.0,27
626,The Shape of Water,Best Picture,ZELDA,female,0.9739583333333334,1188
627,Everything Everywhere All at Once,Best Picture,ALPHA JUMPER,female,0.6,59
628,Everything Everywhere All at Once,Best Picture,BECKY,female,0.9375,87
629,Everything Everywhere All at Once,Best Picture,CHAD,male,1.0,33
630,Everything Everywhere All at Once,Best Picture,DEBBIE THE DOG MOM,female,1.0,28
631,Everything Everywhere All at Once,Best Picture,DEIRDRE,female,0.9727272727272728,742
632,Everything Everywhere All at Once,Best Picture,DISTRICT MANAGER,male,0.0,10
633,Everything Everywhere All at Once,Best Picture,DOCTOR,male,1.0,5
634,Everything Everywhere All at Once,Best Picture,EVELYN,female,0.9847161572052402,2761
635,Everything Everywhere All at Once,Best Picture,GONG GONG,male,0.96875,386
636,Everything Everywhere All at Once,Best Picture,GUARD,male,1.0,35
637,Everything Everywhere All at Once,Best Picture,HUMAN BABY PERSON BOY,male,1.0,17
638,Everything Everywhere All at Once,Best Picture,JOBU,female,0.9664804469273743,1180
639,Everything Everywhere All at Once,Best Picture,JOY,female,1.0,487
640,Everything Everywhere All at Once,Best Picture,KUNG FU MASTER,female,1.0,50
641,Everything Everywhere All at Once,Best Picture,MANAGER,male,1.0,18
642,Everything Everywhere All at Once,Best Picture,MEN'S CHOIR,male,1.0,37
643,Everything Everywhere All at Once,Best Picture,OFFICER #1,male,0.9090909090909091,83
644,Everything Everywhere All at Once,Best Picture,OFFICER #2,male,1.0,100
645,Everything Everywhere All at Once,Best Picture,RACCACOONIE,male,1.0,12
646,Everything Everywhere All at Once,Best Picture,RICK,male,0.875,45
647,Everything Everywhere All at Once,Best Picture,SPAGHETTI BABY NOODLE BOY,male,1.0,39
648,Everything Everywhere All at Once,Best Picture,WAYMOND,male,0.9696969696969697,2828
649,Parasite,Best Picture,CHUNG-SOOK,female,0.9743589743589743,746
650,Parasite,Best Picture,DA-HAE,female,0.9795918367346939,259
651,Parasite,Best Picture,DA-SONG,male,1.0,57
652,Parasite,Best Picture,DONG-IK,male,0.978494623655914,1189
653,Parasite,Best Picture,KI-JUNG,female,0.96875,828
654,Parasite,Best Picture,KI-TEK,male,0.9861111111111112,1827
655,Parasite,Best Picture,KI-WOO,male,0.9738562091503268,1943
656,Parasite,Best Picture,KUN-SAE,male,1.0,295
657,Parasite,Best Picture,MIN-HYUK,male,0.9636363636363636,320
658,Parasite,Best Picture,MUN-KWANG,female,0.9629629629629629,951
659,Parasite,Best Picture,PIZZA SHOP OWNER,female,1.0,72
660,Parasite,Best Picture,REPORTER 1,female,0.6666666666666666,34
661,Parasite,Best Picture,REPORTER 2,female,0.6666666666666666,53
662,Parasite,Best Picture,YON-KYO,female,0.9706666666666667,2251
663,Parasite,Best Picture,YUN,male,0.8888888888888888,43
664,Green Book,Best Picture,AMIT,male,1.0,50
665,Green Book,Best Picture,ANTHONY,male,1.0,20
666,Green Book,Best Picture,AUGIE,male,1.0,107
667,Green Book,Best Picture,BARKEEP,male,1.0,25
668,Green Book,Best Picture,BOBBY,male,1.0,15
669,Green Book,Best Picture,BOBBY RYDELL,male,1.0,34
670,Green Book,Best Picture,BOX OFFICE MANAGER,male,1.0,21
671,Green Book,Best Picture,BUSBOY,male,1.0,15
672,Green Book,Best Picture,CARMINE,male,1.0,40
673,Green Book,Best Picture,CHAUFFEUR,male,1.0,3
674,Green Book,Best Picture,COAT-CHECK GIRL,female,0.75,22
675,Green Book,Best Picture,CUSTOMER,male,1.0,8
676,Green Book,Best Picture,DANNY,male,1.0,15
677,Green Book,Best Picture,DOLORES,female,0.9871794871794872,505
678,Green Book,Best Picture,DOMINIC,male,1.0,68
679,Green Book,Best Picture,DR. SHIRLEY,male,0.9626865671641791,2612
680,Green Book,Best Picture,FAT PAULIE,male,1.0,33
681,Green Book,Best Picture,FRAN,female,0.75,24
682,Green Book,Best Picture,FRANCES,female,1.0,5
683,Green Book,Best Picture,GEORGE,male,0.9090909090909091,61
684,Green Book,Best Picture,GOOMBAH,male,1.0,26
685,Green Book,Best Picture,GORMAN,male,1.0,16
686,Green Book,Best Picture,GRAHAM KINDELL,male,0.9347826086956522,302
687,Green Book,Best Picture,JILLY RIZZO,female,1.0,7
688,Green Book,Best Picture,JOHNNY,male,0.9333333333333333,209
689,Green Book,Best Picture,JULES PODELL,male,1.0,30
690,Green Book,Best Picture,LIP,male,0.9696428571428571,3470
691,Green Book,Best Picture,LOSCUDO,male,1.0,117
692,Green Book,Best Picture,LOUIE,male,1.0,13
693,Green Book,Best Picture,LYNN,female,1.0,3
694,Green Book,Best Picture,MAITRE,male,1.0,8
695,Green Book,Best Picture,MAN #1,male,1.0,11
696,Green Book,Best Picture,MAN #2,male,1.0,6
697,Green Book,Best Picture,MAN #3,male,1.0,10
698,Green Book,Best Picture,MC,male,1.0,80
699,Green Book,Best Picture,MORGAN ANDERSON,male,1.0,127
700,Green Book,Best Picture,NICOLA,female,1.0,38
701,Green Book,Best Picture,OLEG,male,0.8666666666666667,148
702,Green Book,Best Picture,ORANGE BIRD BARTENDER,female,1.0,31
703,Green Book,Best Picture,PATROLMAN #1,male,1.0,129
704,Green Book,Best Picture,PATROLMAN #2,male,1.0,25
705,Green Book,Best Picture,PAWN GUY,male,1.0,23
706,Green Book,Best Picture,PHIL RIZUTTO,male,1.0,26
707,Green Book,Best Picture,POLICE CHIEF,male,0.9090909090909091,84
708,Green Book,Best Picture,POLICEMAN #1,male,1.0,26
709,Green Book,Best Picture,POLICEMAN #2,male,1.0,18
710,Green Book,Best Picture,RECORD EXEC,male,1.0,93
711,Green Book,Best Picture,REDNECK #1,male,1.0,49
712,Green Book,Best Picture,REDNECK #2,male,1.0,26
713,Green Book,Best Picture,REDNECK #3,male,1.0,4
714,Green Book,Best Picture,RUDY,male,0.9090909090909091,60
715,Green Book,Best Picture,STAGE MANAGER,male,0.8888888888888888,58
716,Green Book,Best Picture,STATE TROOPER,male,1.0,28
717,Green Book,Best Picture,TAILOR,male,0.8,40
718,Green Book,Best Picture,TUXEDO MAN,male,1.0,14
719,Green Book,Best Picture,WISEGUY #1,male,1.0,22
720,Green Book,Best Picture,WOMAN’S VOICE,female,1.0,7
721,Nomadland,Best Picture,ALBERT,male,0.96,170
722,Nomadland,Best Picture,BOB WELLS,male,1.0,367
723,Nomadland,Best Picture,BRAD,male,0.9166666666666666,119
724,Nomadland,Best Picture,BRANDY,female,1.0,81
725,Nomadland,Best Picture,BRYCE,male,1.0,36
726,Nomadland,Best Picture,DAVE,male,1.0,648
727,Nomadland,Best Picture,DENI,female,0.8888888888888888,69
728,Nomadland,Best Picture,DEREK,male,1.0,312
729,Nomadland,Best Picture,DOLLY,female,0.9710144927536232,387
730,Nomadland,Best Picture,DOUG,male,1.0,52
731,Nomadland,Best Picture,EMILY,female,1.0,78
732,Nomadland,Best Picture,FERN,female,0.9866310160427807,2315
733,Nomadland,Best Picture,FOREST,male,1.0,8
734,Nomadland,Best Picture,GAY,female,1.0,54
735,Nomadland,Best Picture,GEORGE,male,0.9047619047619048,119
736,Nomadland,Best Picture,GRANDMA,female,1.0,76
737,Nomadland,Best Picture,GREG,male,1.0,12
738,Nomadland,Best Picture,JAMES,male,1.0,119
739,Nomadland,Best Picture,JEREMY,male,1.0,24
740,Nomadland,Best Picture,JIM,male,1.0,108
741,Nomadland,Best Picture,KEN,male,1.0,79
742,Nomadland,Best Picture,LINDA MAY,female,0.9878048780487805,584
743,Nomadland,Best Picture,MACKENZIE,female,1.0,125
744,Nomadland,Best Picture,MAN,male,1.0,8
745,Nomadland,Best Picture,MERLE,male,1.0,110
746,Nomadland,Best Picture,NICK,male,1.0,12
747,Nomadland,Best Picture,NOODLE,male,1.0,9
748,Nomadland,Best Picture,NURSE MATT,female,1.0,38
749,Nomadland,Best Picture,OFFICER STEVE,male,1.0,54
750,Nomadland,Best Picture,PATTY,female,0.9473684210526315,122
751,Nomadland,Best Picture,PAUL WINER,male,1.0,69
752,Nomadland,Best Picture,RACHEL,female,1.0,56
753,Nomadland,Best Picture,RON,male,1.0,7
754,Nomadland,Best Picture,SUANNE,female,1.0,73
755,Nomadland,Best Picture,SWANKIE,female,1.0,736
756,Nomadland,Best Picture,VICTOR,male,1.0,36
757,CODA,Best Picture,ANGELA,female,1.0,6
758,CODA,Best Picture,ARTHUR,male,1.0,14
759,CODA,Best Picture,AUDRA,female,1.0,4
760,CODA,Best Picture,BARB,female,1.0,4
761,CODA,Best Picture,BERNARDO,male,0.9877300613496932,1210
762,CODA,Best Picture,BRADY,male,0.9642857142857143,167
763,CODA,Best Picture,CHET,male,1.0,14
764,CODA,Best Picture,CHUBS,male,1.0,33
765,CODA,Best Picture,COAST GUARD OFFICER,male,0.8888888888888888,102
766,CODA,Best Picture,DOCTOR,male,1.0,52
767,CODA,Best Picture,FEMALE JURY MEMBER,female,1.0,24
768,CODA,Best Picture,FRANK,male,0.9514563106796117,561
769,CODA,Best Picture,GERTIE,female,0.918918918918919,215
770,CODA,Best Picture,GIO,male,1.0,60
771,CODA,Best Picture,JACKIE,female,0.9615384615384616,486
772,CODA,Best Picture,JIMMY,male,1.0,10
773,CODA,Best Picture,JOANNE,female,1.0,58
774,CODA,Best Picture,JOHN KAUFMAN,male,1.0,38
775,CODA,Best Picture,LEO,male,0.9692307692307692,335
776,CODA,Best Picture,MALE JURY MEMBER,male,1.0,32
777,CODA,Best Picture,MILES,male,0.990990990990991,607
778,CODA,Best Picture,MONDO,male,1.0,26
779,CODA,Best Picture,MS. SIMON,female,1.0,48
780,CODA,Best Picture,NINA,female,1.0,24
781,CODA,Best Picture,RUBY,female,0.9696969696969697,1550
782,CODA,Best Picture,STUDENT,male,1.0,25
783,CODA,Best Picture,TANYA,female,1.0,5
784,CODA,Best Picture,TONY,male,1.0,81
785,Oppenheimer,Best Picture,AIDE,female,1.0,8
786,Oppenheimer,Best Picture,AIR FORCE OFFICER,male,1.0,23
787,Oppenheimer,Best Picture,ALVAREZ,male,1.0,34
788,Oppenheimer,Best Picture,ARMY CAPTAIN,male,1.0,24
789,Oppenheimer,Best Picture,BAINBRIDGE,male,1.0,12
790,Oppenheimer,Best Picture,BARBARA,female,1.0,5
791,Oppenheimer,Best Picture,BETHE,male,1.0,132
792,Oppenheimer,Best Picture,BLACKETT,male,1.0,56
793,Oppenheimer,Best Picture,BOHR,male,0.9811320754716981,329
794,Oppenheimer,Best Picture,BORDEN,male,0.9444444444444444,184
795,Oppenheimer,Best Picture,BUSH,male,0.8888888888888888,216
796,Oppenheimer,Best Picture,BYRNES,male,0.7142857142857143,45
797,Oppenheimer,Best Picture,CHAIRMAN,male,1.0,73
798,Oppenheimer,Best Picture,CHARLOTTE,female,1.0,35
799,Oppenheimer,Best Picture,CHEVALIER,male,0.972972972972973,220
800,Oppenheimer,Best Picture,CONCERNED SCIENTIST,male,1.0,36
801,Oppenheimer,Best Picture,CONDON,male,1.0,99
802,Oppenheimer,Best Picture,CONGRESSMAN,male,1.0,24
803,Oppenheimer,Best Picture,COUNSEL,male,1.0,58
804,Oppenheimer,Best Picture,DONALD,male,1.0,13
805,Oppenheimer,Best Picture,EINSTEIN,male,0.9473684210526315,289
806,Oppenheimer,Best Picture,ELTENTON,male,1.0,38
807,Oppenheimer,Best Picture,EVANS,male,1.0,19
808,Oppenheimer,Best Picture,FERMI,male,1.0,83
809,Oppenheimer,Best Picture,FEYNMAN,male,1.0,38
810,Oppenheimer,Best Picture,FRANK,male,0.8947368421052632,181
811,Oppenheimer,Best Picture,FUCHS,male,1.0,12
812,Oppenheimer,Best Picture,GARRISON,male,0.9428571428571428,484
813,Oppenheimer,Best Picture,GRAY,male,0.9259259259259259,202
814,Oppenheimer,Best Picture,GROVES,male,0.9615384615384616,1224
815,Oppenheimer,Best Picture,GÖDEL,male,1.0,6
816,Oppenheimer,Best Picture,HEISENBERG,male,1.0,39
817,Oppenheimer,Best Picture,HILL,male,0.8064516129032258,323
818,Oppenheimer,Best Picture,HORNIG,male,1.0,66
819,Oppenheimer,Best Picture,JACKIE,female,1.0,9
820,Oppenheimer,Best Picture,JOHNSON,male,1.0,39
821,Oppenheimer,Best Picture,KISTIAKOWSKY,male,1.0,73
822,Oppenheimer,Best Picture,KITTY,female,0.968,769
823,Oppenheimer,Best Picture,LAWRENCE,male,0.9696969696969697,412
824,Oppenheimer,Best Picture,LOMANITZ,male,1.0,34
825,Oppenheimer,Best Picture,MARSHALL,male,1.0,61
826,Oppenheimer,Best Picture,MORRISON,male,0.7777777777777778,89
827,Oppenheimer,Best Picture,NEDDERMEYER,male,1.0,11
828,Oppenheimer,Best Picture,NICHOLS,male,0.9285714285714286,190
829,Oppenheimer,Best Picture,OPPENHEIMER,male,0.9515366430260047,5609
830,Oppenheimer,Best Picture,PASH,male,0.8723404255319149,340
831,Oppenheimer,Best Picture,RABI,male,0.9662921348314607,677
832,Oppenheimer,Best Picture,ROBB,male,0.9615384615384616,1325
833,Oppenheimer,Best Picture,RUTH,female,1.0,38
834,Oppenheimer,Best Picture,SECOND VOICE,male,1.0,4
835,Oppenheimer,Best Picture,SECRETARY,female,1.0,4
836,Oppenheimer,Best Picture,SENATE AIDE,female,0.978494623655914,561
837,Oppenheimer,Best Picture,SENATOR BARTLETT,male,1.0,71
838,Oppenheimer,Best Picture,SENATOR MCGEE,male,1.0,112
839,Oppenheimer,Best Picture,SENATOR PASTORE,male,1.0,64
840,Oppenheimer,Best Picture,SENATOR SCOTT,male,1.0,27
841,Oppenheimer,Best Picture,SERBER,male,0.95,146
842,Oppenheimer,Best Picture,SNYDER,male,0.5,16
843,Oppenheimer,Best Picture,STIMSON,male,0.9285714285714286,164
844,Oppenheimer,Best Picture,STRAUSS,male,0.931740614334471,2009
845,Oppenheimer,Best Picture,SZILARD,male,0.9333333333333333,89
846,Oppenheimer,Best Picture,TATLOCK,female,1.0,259
847,Oppenheimer,Best Picture,TELLER,male,0.9811320754716981,385
848,Oppenheimer,Best Picture,TOLMAN,male,1.0,23
849,Oppenheimer,Best Picture,TRUMAN,male,0.967741935483871,202
850,Oppenheimer,Best Picture,VOLPE,male,1.0,76
851,Oppenheimer,Best Picture,WEATHERMAN,male,1.0,37
852,Oppenheimer,Best Picture,WILKINS,male,1.0,6
853,Oppenheimer,Best Picture,YOUNG OPPENHEIMER,male,1.0,70
854,Anora,Best Picture,ALEKS,male,1.0,144
855,Anora,Best Picture,ANI,female,0.9767441860465116,2665
856,Anora,Best Picture,BOUNCER,male,1.0,12
857,Anora,Best Picture,CAPTAIN,male,1.0,6
858,Anora,Best Picture,CRYSTAL,female,0.9615384615384616,133
859,Anora,Best Picture,DASHA,female,1.0,18
860,Anora,Best Picture,DAWN,female,0.9523809523809523,110
861,Anora,Best Picture,DAY GUARD,male,1.0,38
862,Anora,Best Picture,DIAMOND,female,1.0,163
863,Anora,Best Picture,GALINA,female,0.9512195121951219,214
864,Anora,Best Picture,GARNIK,male,0.9425287356321839,547
865,Anora,Best Picture,HOTEL MANAGER,male,0.6666666666666666,34
866,Anora,Best Picture,IGOR,male,0.967391304347826,525
867,Anora,Best Picture,IVAN,male,0.9824561403508771,1026
868,Anora,Best Picture,JENNY,female,1.0,10
869,Anora,Best Picture,JIMMY,male,0.96,164
870,Anora,Best Picture,JUDGE,male,0.625,62
871,Anora,Best Picture,KLARA,female,1.0,8
872,Anora,Best Picture,LULU,male,1.0,69
873,Anora,Best Picture,NIKOLAI,male,0.75,38
874,Anora,Best Picture,SHARNOV,male,0.9375,176
875,Anora,Best Picture,SUNNY,male,1.0,6
876,Anora,Best Picture,TOM,male,1.0,71
877,Anora,Best Picture,TOROS,male,0.9578163771712159,2360
878,Anora,Best Picture,TOW TRUCK DRIVER,male,0.8,28
879,Anora,Best Picture,VERA,female,1.0,34
880,Anora,Best Picture,VLAD,male,1.0,4
881,American Beauty,Original Screenplay,ANGELA,female,0.9772727272727273,967
882,American Beauty,Original Screenplay,BARBARA,female,1.0,31
883,American Beauty,Original Screenplay,BRAD,male,0.96,158
884,American Beauty,Original Screenplay,BUDDY,male,1.0,228
885,American Beauty,Original Screenplay,CAROLYN,female,1.0,1304
886,American Beauty,Original Screenplay,CATERING BOSS,male,1.0,17
887,American Beauty,Original Screenplay,COLONEL,male,1.0,294
888,American Beauty,Original Screenplay,COUNTER GIRL,female,1.0,25
889,American Beauty,Original Screenplay,DRIVE­THRU GIRL,female,1.0,23
890,American Beauty,Original Screenplay,JANE,female,0.9867549668874173,861
891,American Beauty,Original Screenplay,JIM #1,male,1.0,80
892,American Beauty,Original Screenplay,JIM #2,male,0.9230769230769231,81
893,American Beauty,Original Screenplay,LESTER,male,0.9878345498783455,2572
894,American Beauty,Original Screenplay,MANAGER,male,1.0,12
895,American Beauty,Original Screenplay,RICKY,male,0.9795918367346939,1194
896,American Beauty,Original Screenplay,TEENAGE GIRL #1,female,1.0,8
897,American Beauty,Original Screenplay,TEENAGE GIRL #2,female,1.0,26
898,American Beauty,Original Screenplay,WOMAN #1,female,1.0,18
899,American Beauty,Original Screenplay,WOMAN #2,female,1.0,23
900,Almost Famous,Original Screenplay,AARON,male,1.0,18
901,Almost Famous,Original Screenplay,ANITA,female,0.9315068493150684,404
902,Almost Famous,Original Screenplay,BEN,male,1.0,477
903,Almost Famous,Original Screenplay,CO-PILOT,male,1.0,106
904,Almost Famous,Original Screenplay,DAD,male,0.5,15
905,Almost Famous,Original Screenplay,DARRYL,male,0.9230769230769231,91
906,Almost Famous,Original Screenplay,DAVID FELTON,male,1.0,37
907,Almost Famous,Original Screenplay,DENNIS HOPE,male,1.0,495
908,Almost Famous,Original Screenplay,DICK,male,0.9787234042553191,626
909,Almost Famous,Original Screenplay,DISC-JOCKEY,male,1.0,35
910,Almost Famous,Original Screenplay,DOCTOR,male,1.0,91
911,Almost Famous,Original Screenplay,ED,male,1.0,2
912,Almost Famous,Original Screenplay,ELAINE,female,0.96875,1153
913,Almost Famous,Original Screenplay,ESTRELLA,female,1.0,308
914,Almost Famous,Original Screenplay,FACT CHECKER,female,1.0,116
915,Almost Famous,Original Screenplay,FELTON,male,0.9333333333333333,98
916,Almost Famous,Original Screenplay,FEMALE ATTENDANT,female,1.0,5
917,Almost Famous,Original Screenplay,GUY # 1,male,1.0,5
918,Almost Famous,Original Screenplay,GUY # 2,male,1.0,14
919,Almost Famous,Original Screenplay,JANN,male,1.0,83
920,Almost Famous,Original Screenplay,JEFF,male,0.9925373134328358,845
921,Almost Famous,Original Screenplay,KID # 1,male,1.0,5
922,Almost Famous,Original Screenplay,KID ON PHONE,male,1.0,29
923,Almost Famous,Original Screenplay,LARRY,male,1.0,37
924,Almost Famous,Original Screenplay,LESLIE,female,1.0,52
925,Almost Famous,Original Screenplay,LESTER BANGS,male,0.984375,828
926,Almost Famous,Original Screenplay,MALE FLIGHT ATTENDANT,male,1.0,7
927,Almost Famous,Original Screenplay,MRS. DEEGAN,female,0.9545454545454546,194
928,Almost Famous,Original Screenplay,PENNY LANE,female,0.9625468164794008,1590
929,Almost Famous,Original Screenplay,PILOT'S VOICE,male,1.0,34
930,Almost Famous,Original Screenplay,POLEXIA,female,1.0,293
931,Almost Famous,Original Screenplay,PRINCIPAL,male,1.0,74
932,Almost Famous,Original Screenplay,PROMOTER,male,1.0,59
933,Almost Famous,Original Screenplay,QUIET GIRL,female,1.0,4
934,Almost Famous,Original Screenplay,QUINCE,male,0.8571428571428571,106
935,Almost Famous,Original Screenplay,RED DOG,male,1.0,54
936,Almost Famous,Original Screenplay,REG,male,1.0,17
937,Almost Famous,Original Screenplay,RIC,male,1.0,86
938,Almost Famous,Original Screenplay,RUSSELL,male,0.9854014598540146,2551
939,Almost Famous,Original Screenplay,SAPPHIRE,female,1.0,343
940,Almost Famous,Original Screenplay,SCOTTY,male,1.0,76
941,Almost Famous,Original Screenplay,TOBIN,male,1.0,41
942,Almost Famous,Original Screenplay,TONY,male,1.0,27
943,Almost Famous,Original Screenplay,WILLIAM,male,0.981675392670157,2397
944,Gosford Park,Original Screenplay,ANTHONY,male,1.0,243
945,Gosford Park,Original Screenplay,ARTHUR,male,1.0,20
946,Gosford Park,Original Screenplay,BAKER,male,1.0,10
947,Gosford Park,Original Screenplay,BARNES,male,0.9591836734693877,273
948,Gosford Park,Original Screenplay,BERTHA,female,0.9104477611940298,341
949,Gosford Park,Original Screenplay,BUTLER,male,1.0,8
950,Gosford Park,Original Screenplay,CONSTANCE,female,0.9519650655021834,1404
951,Gosford Park,Original Screenplay,CROSBIE,male,1.0,24
952,Gosford Park,Original Screenplay,DERWENT,male,1.0,10
953,Gosford Park,Original Screenplay,DEXTER,male,0.9310344827586207,192
954,Gosford Park,Original Screenplay,DOROTHY,female,0.9285714285714286,222
955,Gosford Park,Original Screenplay,ELLEN,female,1.0,52
956,Gosford Park,Original Screenplay,ELSIE,female,0.9350180505415162,1532
957,Gosford Park,Original Screenplay,ETHEL,female,1.0,10
958,Gosford Park,Original Screenplay,FREDDIE,male,0.9428571428571428,192
959,Gosford Park,Original Screenplay,GEORGE,male,0.9436619718309859,450
960,Gosford Park,Original Screenplay,HENRY,male,0.9734513274336283,588
961,Gosford Park,Original Screenplay,ISOBEL,female,0.92,399
962,Gosford Park,Original Screenplay,IVOR,male,0.96,557
963,Gosford Park,Original Screenplay,JANET,female,0.75,29
964,Gosford Park,Original Screenplay,JENNINGS,male,0.9615384615384616,1051
965,Gosford Park,Original Screenplay,JEREMY,male,1.0,207
966,Gosford Park,Original Screenplay,LAVINIA,female,0.9245283018867925,258
967,Gosford Park,Original Screenplay,LEWIS,male,0.8620689655172413,160
968,Gosford Park,Original Screenplay,LOUISA,female,0.9818181818181818,333
969,Gosford Park,Original Screenplay,MABEL,female,1.0,133
970,Gosford Park,Original Screenplay,MAN,male,1.0,13
971,Gosford Park,Original Screenplay,MARY,female,0.9615384615384616,458
972,Gosford Park,Original Screenplay,MERRIMAN,male,1.0,37
973,Gosford Park,Original Screenplay,MRS CROFT,female,0.9285714285714286,516
974,Gosford Park,Original Screenplay,MRS WILSON,female,0.9393939393939394,1204
975,Gosford Park,Original Screenplay,PROBERT,male,1.0,331
976,Gosford Park,Original Screenplay,RAYMOND,male,0.9523809523809523,139
977,Gosford Park,Original Screenplay,RENEE,female,1.0,168
978,Gosford Park,Original Screenplay,ROBERT,male,0.9753086419753086,872
979,Gosford Park,Original Screenplay,RUPERT,male,1.0,163
980,Gosford Park,Original Screenplay,SARAH,female,0.9259259259259259,149
981,Gosford Park,Original Screenplay,STRUTT,male,0.9545454545454546,127
982,Gosford Park,Original Screenplay,SYLVIA,female,0.9656488549618321,1501
983,Gosford Park,Original Screenplay,THOMPSON,male,0.9324324324324325,428
984,Gosford Park,Original Screenplay,WEISSMAN,male,0.9793103448275862,825
985,Gosford Park,Original Screenplay,WILLIAM,male,0.9736842105263158,461
986,Gosford Park,Original Screenplay,YOUNG WOMAN,female,1.0,16
987,Lost in Translation,Original Screenplay,ANOTHER BUSINESS GUY,male,1.0,5
988,Lost in Translation,Original Screenplay,BAMBI,female,1.0,11
989,Lost in Translation,Original Screenplay,BARTENDER,male,1.0,8
990,Lost in Translation,Original Screenplay,BENZO,male,1.0,6
991,Lost in Translation,Original Screenplay,BOB,male,0.9826589595375722,1023
992,Lost in Translation,Original Screenplay,CHARLIE,male,1.0,9
993,Lost in Translation,Original Screenplay,CHARLOTTE,female,0.9846938775510204,1129
994,Lost in Translation,Original Screenplay,CONCIERGE,male,1.0,10
995,Lost in Translation,Original Screenplay,DR. KENEGARD,male,0.8571428571428571,105
996,Lost in Translation,Original Screenplay,ELAINE,female,0.875,100
997,Lost in Translation,Original Screenplay,EXEC WOMAN,female,1.0,2
998,Lost in Translation,Original Screenplay,GUY,male,1.0,11
999,Lost in Translation,Original Screenplay,HANS,male,1.0,2
1000,Lost in Translation,Original Screenplay,JAZZ SINGER,female,1.0,9
1001,Lost in Translation,Original Screenplay,JOHN,male,1.0,290
1002,Lost in Translation,Original Screenplay,KELLY,female,0.9545454545454546,315
1003,Lost in Translation,Original Screenplay,LAUREN,female,1.0,46
1004,Lost in Translation,Original Screenplay,LYDIA,female,1.0,197
1005,Lost in Translation,Original Screenplay,MAN'S VOICE,male,1.0,28
1006,Lost in Translation,Original Screenplay,MISS KAWASAKI,female,1.0,7
1007,Lost in Translation,Original Screenplay,MOTHER,female,0.9473684210526315,140
1008,Lost in Translation,Original Screenplay,NEW SINGER,male,1.0,21
1009,Lost in Translation,Original Screenplay,PHOTOGRAPHER,male,1.0,7
1010,Lost in Translation,Original Screenplay,PRESS AGENT,male,1.0,26
1011,Lost in Translation,Original Screenplay,RECEPTION,female,1.0,33
1012,Lost in Translation,Original Screenplay,SINGER,female,1.0,60
1013,Lost in Translation,Original Screenplay,TRANSLATOR,male,1.0,38
1014,Lost in Translation,Original Screenplay,TV HOST,male,1.0,6
1015,Lost in Translation,Original Screenplay,WOMAN,female,1.0,40
1016,Lost in Translation,Original Screenplay,ZOE,female,1.0,5
1017,Eternal Sunshine of the Spotless Mind,Original Screenplay,BARTENDER,female,1.0,6
1018,Eternal Sunshine of the Spotless Mind,Original Screenplay,BOYS,male,1.0,8
1019,Eternal Sunshine of the Spotless Mind,Original Screenplay,CARRIE,female,1.0,102
1020,Eternal Sunshine of the Spotless Mind,Original Screenplay,CLEMENTINE,female,0.9785353535353535,4614
1021,Eternal Sunshine of the Spotless Mind,Original Screenplay,FATHER,male,0.5,50
1022,Eternal Sunshine of the Spotless Mind,Original Screenplay,FRANK,male,1.0,66
1023,Eternal Sunshine of the Spotless Mind,Original Screenplay,HOLLIS,male,1.0,26
1024,Eternal Sunshine of the Spotless Mind,Original Screenplay,JOEL,male,0.9751461988304093,3834
1025,Eternal Sunshine of the Spotless Mind,Original Screenplay,MALE EMPLOYEE 1,male,1.0,5
1026,Eternal Sunshine of the Spotless Mind,Original Screenplay,MALE EMPLOYEE 2,male,1.0,12
1027,Eternal Sunshine of the Spotless Mind,Original Screenplay,MAN,male,1.0,36
1028,Eternal Sunshine of the Spotless Mind,Original Screenplay,MARK,male,1.0,8
1029,Eternal Sunshine of the Spotless Mind,Original Screenplay,MARY,female,0.9748743718592965,1148
1030,Eternal Sunshine of the Spotless Mind,Original Screenplay,MIERZWIAK,male,0.9802631578947368,874
1031,Eternal Sunshine of the Spotless Mind,Original Screenplay,MOTHER,female,1.0,27
1032,Eternal Sunshine of the Spotless Mind,Original Screenplay,NAOMI,female,0.9722222222222222,219
1033,Eternal Sunshine of the Spotless Mind,Original Screenplay,PATRICK,male,0.990990990990991,602
1034,Eternal Sunshine of the Spotless Mind,Original Screenplay,ROB,male,1.0,47
1035,Eternal Sunshine of the Spotless Mind,Original Screenplay,STAN,male,0.9805825242718447,572
1036,Eternal Sunshine of the Spotless Mind,Original Screenplay,VOICE-OVER,male,0.94,256
1037,Eternal Sunshine of the Spotless Mind,Original Screenplay,WAITRESS,female,1.0,12
1038,Crash,Original Screenplay,ALLAN,male,1.0,48
1039,Crash,Original Screenplay,ANTHONY,male,0.9844961240310077,893
1040,Crash,Original Screenplay,BRUCE,male,1.0,25
1041,Crash,Original Screenplay,CAMERON,male,1.0,420
1042,Crash,Original Screenplay,CAROL,female,1.0,7
1043,Crash,Original Screenplay,CHOI,male,1.0,58
1044,Crash,Original Screenplay,CHRISTINE,female,0.9605263157894737,472
1045,Crash,Original Screenplay,DANIEL,male,0.9789473684210527,549
1046,Crash,Original Screenplay,DETECTIVE CARR,male,1.0,35
1047,Crash,Original Screenplay,DIRK,male,1.0,128
1048,Crash,Original Screenplay,DIXON,male,0.9117647058823529,256
1049,Crash,Original Screenplay,DORRI,female,1.0,141
1050,Crash,Original Screenplay,FARHAD,male,0.9855072463768116,340
