,titulo,premio,personaje,genero,agencia,palabras
2445,The Big Short,Adapted Screenplay,REAL ESTATE AGENT,female,0.9047619047619048,114
2448,The Big Short,Adapted Screenplay,SALES REP,male,1.0,76
2449,The Big Short,Adapted Screenplay,SELENA GOMEZ,female,1.0,155
2453,The Big Short,Adapted Screenplay,TED JIANG,male,1.0,53
2456,The Big Short,Adapted Screenplay,TRADER,male,1.0,70
2457,The Big Short,Adapted Screenplay,VINNY,male,1.0,702
2462,The Big Short,Adapted Screenplay,YOUNG ANALYST,male,1.0,128
2463,The Big Short,Adapted Screenplay,YOUNG BANKER,male,1.0,100
2466,Moonlight,Adapted Screenplay,BLACK,male,0.9814814814814815,407
2467,Moonlight,Adapted Screenplay,CHIRON,male,0.967741935483871,189
2468,Moonlight,Adapted Screenplay,JUAN,male,1.0,636
2469,Moonlight,Adapted Screenplay,KEVIN,male,0.987603305785124,1498
2470,Moonlight,Adapted Screenplay,LITTLE,male,1.0,77
2471,Moonlight,Adapted Screenplay,MR. PIERCE,male,1.0,76
2473,Moonlight,Adapted Screenplay,PAULA,female,0.9743589743589743,639
2474,Moonlight,Adapted Screenplay,PIZZO,male,1.0,54
2478,Moonlight,Adapted Screenplay,PRINCIPAL WILLIAMS,female,0.9166666666666666,56
2479,Moonlight,Adapted Screenplay,TERESA,female,1.0,231
2480,Moonlight,Adapted Screenplay,TERRELL,male,0.9850746268656716,441
2482,Moonlight,Adapted Screenplay,TRAVIS,male,1.0,68
2483,Moonlight,Adapted Screenplay,WILLIAMS,female,1.0,102
2485,Call Me by Your Name,Adapted Screenplay,ANNELLA,female,1.0,347
2486,Call Me by Your Name,Adapted Screenplay,CHIARA,female,1.0,60
2487,Call Me by Your Name,Adapted Screenplay,ELENA,female,0.9285714285714286,72
2488,Call Me by Your Name,Adapted Screenplay,ELIO,male,0.9864864864864865,1180
2495,Call Me by Your Name,Adapted Screenplay,MARZIA,female,0.9807692307692307,265
2496,Call Me by Your Name,Adapted Screenplay,OLIVER,male,0.9688888888888889,1377
2497,Call Me by Your Name,Adapted Screenplay,PERLMAN,male,0.9428571428571428,1036
2499,BlacKkKlansman,Adapted Screenplay,AGENT Y,male,1.0,115
2500,BlacKkKlansman,Adapted Screenplay,BOVREGARD- KLAN NARRATOR,male,1.0,171
2501,BlacKkKlansman,Adapted Screenplay,BUTCH,male,0.9833333333333333,888
2502,BlacKkKlansman,Adapted Screenplay,CHIEF TAGGERT,male,0.9787234042553191,679
2503,BlacKkKlansman,Adapted Screenplay,CHUCK,male,0.9741379310344828,1457
2505,BlacKkKlansman,Adapted Screenplay,DAVID DUKE,male,0.9651162790697675,629
2507,BlacKkKlansman,Adapted Screenplay,DUANE,male,1.0,185
2510,BlacKkKlansman,Adapted Screenplay,JEROME TOMPKINS,male,0.9148936170212766,364
2511,BlacKkKlansman,Adapted Screenplay,JIMMY,male,1.0,85
2512,BlacKkKlansman,Adapted Screenplay,KEN,male,0.9823008849557522,787
2514,BlacKkKlansman,Adapted Screenplay,KWAME TURE,male,0.9323308270676691,935
2516,BlacKkKlansman,Adapted Screenplay,LOUISE,female,1.0,156
2517,BlacKkKlansman,Adapted Screenplay,MR. WOODS,male,1.0,132
2520,BlacKkKlansman,Adapted Screenplay,PATRICE,female,0.967032967032967,638
2522,BlacKkKlansman,Adapted Screenplay,RON STALLWORTH,male,0.9605263157894737,3204
2523,BlacKkKlansman,Adapted Screenplay,SGT. MORRIS,male,0.8888888888888888,222
2524,BlacKkKlansman,Adapted Screenplay,SGT. TRAPP,male,0.9777777777777777,294
2527,BlacKkKlansman,Adapted Screenplay,WALKER,male,0.9411764705882353,252
2530,Jojo Rabbit,Adapted Screenplay,ADOLF,male,0.9722222222222222,1487
2532,Jojo Rabbit,Adapted Screenplay,DEERTZ,male,0.9787234042553191,334
2533,Jojo Rabbit,Adapted Screenplay,ELSA,female,0.9523809523809523,1845
2534,Jojo Rabbit,Adapted Screenplay,FINKEL,male,0.875,76
2535,Jojo Rabbit,Adapted Screenplay,FRAU BETZLER,female,1.0,1095
2536,Jojo Rabbit,Adapted Screenplay,FRAULEIN RAHM,female,0.9166666666666666,98
2537,Jojo Rabbit,Adapted Screenplay,HANS,male,1.0,121
2539,Jojo Rabbit,Adapted Screenplay,HERR GRUSCH,male,1.0,57
2541,Jojo Rabbit,Adapted Screenplay,JOJO,male,0.9667673716012085,3956
2543,Jojo Rabbit,Adapted Screenplay,KLENZENDORF,male,0.916083916083916,1163
2546,Jojo Rabbit,Adapted Screenplay,RUSSIAN TEACHER,female,1.0,56
2547,Jojo Rabbit,Adapted Screenplay,SECRETARY,female,1.0,73
2550,Jojo Rabbit,Adapted Screenplay,YORKI,male,0.9338235294117647,838
2551,The Father,Adapted Screenplay,ANNE,female,0.9802631578947368,1732
2552,The Father,Adapted Screenplay,ANTHONY,male,0.9725190839694656,3666
2554,The Father,Adapted Screenplay,LAURA,female,0.9761904761904762,431
2556,The Father,Adapted Screenplay,MAN,male,1.0,367
2557,The Father,Adapted Screenplay,PAUL,male,0.9739130434782609,618
2558,The Father,Adapted Screenplay,WOMAN,female,0.9456521739130435,557
2563,CODA,Adapted Screenplay,BERNARDO,male,0.9877300613496932,1210
2564,CODA,Adapted Screenplay,BRADY,male,0.9642857142857143,167
2567,CODA,Adapted Screenplay,COAST GUARD OFFICER,male,0.8888888888888888,102
2568,CODA,Adapted Screenplay,DOCTOR,male,1.0,52
2570,CODA,Adapted Screenplay,FRANK,male,0.9514563106796117,561
2571,CODA,Adapted Screenplay,GERTIE,female,0.918918918918919,215
2572,CODA,Adapted Screenplay,GIO,male,1.0,60
2573,CODA,Adapted Screenplay,JACKIE,female,0.9615384615384616,486
2575,CODA,Adapted Screenplay,JOANNE,female,1.0,58
2577,CODA,Adapted Screenplay,LEO,male,0.9692307692307692,335
2579,CODA,Adapted Screenplay,MILES,male,0.990990990990991,607
2583,CODA,Adapted Screenplay,RUBY,female,0.9696969696969697,1550
2586,CODA,Adapted Screenplay,TONY,male,1.0,81
2587,Women Talking,Adapted Screenplay,AGATA,female,0.957983193277311,1749
2589,Women Talking,Adapted Screenplay,AUGUST,male,0.8896551724137931,1234
2590,Women Talking,Adapted Screenplay,AUTJE,female,0.9846153846153847,384
2594,Women Talking,Adapted Screenplay,GRETA,female,0.9428571428571428,1037
2599,Women Talking,Adapted Screenplay,MARICHE,female,0.9254658385093167,1049
2600,Women Talking,Adapted Screenplay,MEJAL,female,1.0,463
2601,Women Talking,Adapted Screenplay,MELVIN,male,1.0,81
2603,Women Talking,Adapted Screenplay,NEITJE,female,1.0,232
2604,Women Talking,Adapted Screenplay,ONA,female,0.9428571428571428,1595
2606,Women Talking,Adapted Screenplay,SALOME,female,0.9340659340659341,1214
2607,Women Talking,Adapted Screenplay,SCARFACE JANZ,male,0.8888888888888888,173
2608,Women Talking,Adapted Screenplay,THE WOMEN,female,1.0,58
2609,American Fiction,Adapted Screenplay,AGNES,female,1.0,187
2610,American Fiction,Adapted Screenplay,AILENE,female,0.9714285714285714,178
2612,American Fiction,Adapted Screenplay,ARTHUR,male,0.9727891156462585,917
2617,American Fiction,Adapted Screenplay,CARL,male,0.9565217391304348,329
2618,American Fiction,Adapted Screenplay,CLIFF,male,1.0,846
2619,American Fiction,Adapted Screenplay,CORALINE,female,1.0,560
2620,American Fiction,Adapted Screenplay,DANIEL,male,0.9705882352941176,204
2627,American Fiction,Adapted Screenplay,JOHN,male,0.9696969696969697,222
2629,American Fiction,Adapted Screenplay,KENYA,female,0.9,106
2630,American Fiction,Adapted Screenplay,LEO,male,1.0,80
2631,American Fiction,Adapted Screenplay,LISA,female,0.989247311827957,510
2632,American Fiction,Adapted Screenplay,LORRAINE,female,0.98,288
2633,American Fiction,Adapted Screenplay,LUZ,female,1.0,80
2634,American Fiction,Adapted Screenplay,MAJESTIC,male,1.0,105
2635,American Fiction,Adapted Screenplay,MANDEL,male,1.0,74
2636,American Fiction,Adapted Screenplay,MAYNARD,male,0.95,117
2637,American Fiction,Adapted Screenplay,MODERATOR,male,1.0,110
2638,American Fiction,Adapted Screenplay,MONK,male,0.9853896103896104,3531
2642,American Fiction,Adapted Screenplay,PAULA,female,0.9642857142857143,355
2644,American Fiction,Adapted Screenplay,SINTARA,female,0.9540229885057471,519
2646,American Fiction,Adapted Screenplay,VAN,male,1.0,197
2647,American Fiction,Adapted Screenplay,WILEY,male,0.9436619718309859,427
2648,American Fiction,Adapted Screenplay,WILLY,male,1.0,164
2649,American Fiction,Adapted Screenplay,WILSON,male,0.9473684210526315,109
2651,Conclave,Adapted Screenplay,ADEYEMI,male,0.9384615384615385,464
2653,Conclave,Adapted Screenplay,ARCHBISHOP MANDORFF,male,1.0,136
2654,Conclave,Adapted Screenplay,ARCHBISHOP WOZNIAK,male,0.9714285714285714,249
2655,Conclave,Adapted Screenplay,BELLINI,male,0.9689119170984456,1262
2656,Conclave,Adapted Screenplay,BENITEZ,male,0.9448818897637795,945
2659,Conclave,Adapted Screenplay,CARDINAL LOMBARDI,male,0.75,170
2661,Conclave,Adapted Screenplay,CARDINAL MENDOZA,male,1.0,59
2662,Conclave,Adapted Screenplay,CARDINAL NAKITANDA,male,1.0,111
2663,Conclave,Adapted Screenplay,CARDINAL SABBADIN,male,0.96875,431
2670,Conclave,Adapted Screenplay,LAWRENCE,male,0.9511754068716094,3904
2674,Conclave,Adapted Screenplay,SISTER AGNES,female,0.9142857142857143,249
2675,Conclave,Adapted Screenplay,TEDESCO,male,0.9411764705882353,537
2676,Conclave,Adapted Screenplay,TREMBLAY,male,0.9433962264150944,659
